Emotion,Text
negative,sorry feeling bad hope get better soon know getcha
positive,sure repeated soon seems tv quite lot lately glad mentioned last night watched
positive,hug kathy though mom heaven know smiling accomplishment amp people keep positive
negative,ouch thought would le focused n focused booty fml xa xa xa lmao
negative,sometimes body mind seek excuse experience grief may put aside denied could face time
positive,buat facial treatment ke kt salon ke
negative,sorry missed phone send tweet go crazy tweet stop notifying
positive,team need water cuz run upstairs downstairs got pas
negative,waiting taxi within hour two separate people challenged fight apparent reason except drunk
negative,exam worst go
positive,joy sharing give away go overboard get excessive
negative,headache aspirin vicinity
positive,currently freezing cold nose started running assuming got hot sweat come later
positive,boy admiring much asked go
negative,bored almost mother day
negative,take class fall cool though okay
positive,mouth swollen today
positive,pack amp clean bathroom
negative,loved sun today love black suit black top plus get meeting back need shop summer
negative,come guy never play billy talent lady peace anymore
positive,apparently left front door wide open going show mom laptop coffee table love area
positive,goodness go single shit go crazy haha fuck like single much want holla
positive,alitherunner yeah know need get back twittering felt yes thank god txtin would miss ya
negative,iamdiddy need hug moving house majorly stressed
negative,caught thug aged asked surrender property remember feeling scared
negative,surely someone somewhere know killed ann heron person could ease pain heartbroken family
negative,arrest somebody maybe drunk next day feeling little disgruntled almost inevitably make complaint
negative,hard start week long fun sunny weekend tennis free food drink nice people day go next round
negative,know awful shift feel better get tube ear may thank
negative,infant stage beautiful lol baby finally started sleeping night still getting every hr
negative,ill coming back hostel felt sad leaving home
negative,got twitter saw snowing got outside yea pouring rain
negative,daughter problem friend could see window given cold shoulder
positive,love watching daughter excited around christmas
positive,made christmas carol kidz tonight
positive,looove bf hannah montana movie amazing best movie ever cool http
positive,really fancy early night currently half awake sadly word interview transcript tackle
negative,feel really sick teeth still hurt fml
positive,dear lord stupid thought scarlet saw camille respond surprised gratification matador bull blindly turned flank
positive,haha turtle head pant
negative,loving new skype especially someone like life half world away home
negative,goin bring want corner coz want end today
negative,thanks well impressed much better last one must b clean living gluten free lactose free food
positive,thebodyshopuk date night boyfriend gorgeous dinner glass wine snuggle watching good dvd happy face smiley
positive,told pear shaped
negative,could tell angry ready cry frankie pulled roughly back step turned leave
positive,awesome thank
negative,dirty little go back shit hole home ever touch
positive,day working home waiting plumber order turn
positive,finished watching prison break final break omg think cried hard show finally understand finale
positive,got back black friday shopping get go work macys black friday four hour
positive,hello paul nice hear someone listening interesting thought next
