Emotion,Text
worry,irobc well another twiiter person erm difficult say really let u say could fit
worry,bridge need one fuck
sadness,night outside drizzling rain everyone except hurried cab disconsolate
worry,theatre next year stupid schedule
worry,hey happening trying promote business really hard
joy,thebodyshopuk relaxing christmas day present lovely food course giving body shop gift everyone love
joy,wait leave tmobile yet still hope
anger,coach bailey remind tht old dude gran torino laughing loud
happiness,awarded first ever credit card
happiness,good atmos decided stay til closing funny
sadness,experiencing pain control
sadness,sheila williams feeling miserable
anger,released anger felt love wept divorce
joy,quot greatest greatest pain come relationship quot stephen
sadness,chrisbrownweb according bow wow chris twitter want hater probably
sadness,amp make pleasant wonderful memory right xa recovery survivor stopabuse ptsd
anger,tzann clucked tongue mild exasperation
anger,spent hour recording let u play friend apparently skype conversation record gah
sadness,home sweet cold home
joy,hour drive bus
joy,heard good movie
joy,thankful answer christ cuz given everything
relief,thing looking better better think might quite happy
fear,hahaa rt chelsea reject ever meeting team near future god forbid
happiness,yes see mitch whole floss thing hilarious lt poor guy
relief,blood test today bad really needed dash starbucks revive spirit nice iced latte amp
worry,head thumping
joy,happened finally confirmed stood first university exam day official result declared clerk brought result unofficially expecting result confirmation allowed feel happy success
fear,mom called early morning monday seen weekend could understand could important make call strange hour missed call call back afternoon
hate,oh hate friday evening
joy,money remains money go come along xa xa teamjesus
love,many thanks
fun,morning rode behind guy bird cage containing plastic rex attached bicycle could get photo
happiness,nacho epic night
disgust,went knicks rt lil upset chris deal
happiness,know would yes wait bb love heard showing hr live streaming year though
disgust,let nasty as dog shit middle pavement dirty shit moral ever ew
fear,exam terrible exam ready yet tell get good mark
love,lol love much working
sadness,reason walked room thought christmas eve white frowning face
sadness,attempt sync facebook twitter seems failed
sadness,denning family feel sad although sharpness still thriving never busy port
joy,thebodyshopuk beautiful beautiful son amp amazing husband bring every day esp xmas friend choose family
sadness,totally dave coming back wrong opposite big warm mellow dave
anger,coach team degraded second team
happiness,spring show super fun
sadness,yay missed naptime
sadness,need get life together aka apartment cleaned back birthday
fear,walking alone along place people fear always thief people kill friend night two month ago
sadness,tried chance
love,love new pic sunny sky nice
sadness,well tell marry like maybe stuck situation like
worry,one question amp promise fact may
sadness,hanging since aka went bed
anger,worked together another student best prepare expected explain
sadness,pembsdave laugh as gutted co come right
sadness,yeahhh taken year half watch friend way kept putting last one
worry,finally getting bed night tweeples
fun,harley hehehehe going prom
fun,haha new fact could cost part kind spock
joy,day son said first time
anger,better watch ya back think fight care bout got another thing coming
sadness,friend want make cry time
sadness,beard went spectacular day
anger,loud help cleanse mind pain nomore
love,happy mother mom
sadness,walking old mining area unwittingly disturbed wallaby flight accidentally fell deep mine shaft investigation seemed impossible wallaby get also get shaft prevent suffering slow death shot
surprise,christmas package arriving house already oh suspense really want know box christmas
fear,quot revrunwisdom afraid tomorrow seen yesterday love today le quot
fear,oh shit may accidentally given terrorist idea al qaeda probably eat pork thanksgiving
anger,exchange point view sister family matter
sadness,chillin break eatin grub pretty burnt eventful day wanting go movie ian happening though
joy,finally done party time freedom
surprise,tomorrow going get nd frm school early nd takin grls lunch
worry,baha going find think took tongue sticking cheeky playful blowing raspberry going find
anger,granddaughter anger like took sting ballater wrath
worry,going go london week change ticket would right
fear,watching holy week approached
happiness,dougiemcfly good show guy wish could see
hate,new dress look sort horrible http
sadness,might felt little downcast point evening made feel encouraged prospect would felt time
joy,oh thank sweet
sadness,want cover need find rapper lmao
sadness,decided boyfriend would separate realized would wanted continue relationship coming separation hurt
happiness,sunny day day
hate,ow shitttt come get drunk ihave go photo shoot portsmouth
fear,mr hamilton said deeply concerned told shall ask immediate step taken normal decency observed
shame,work pair round table embarrassed john clare phil ed
worry,andreakoeln awww sorry hun sure purpose though seems sweet maybe hour thing skeptical annoyed undecided uneasy hesitant
fear,cold draught air coming kitchen found back door wide open horrified glance fell upon aunt louise
sadness,feed people energy one person fun neither
