Emotion,Text
negative,moment realize actually get moving side walk airport firstworldproblems
negative,tired great dismay still feeling bit still find earring stud great dismay
positive,time finish page amp amp study exam tomorrow
negative,sonny alarmed deathly pallor face jumped trap driven furiously village doctor
positive,today welcome new baby boy family family
negative,felt sad argument boyfriend felt understand point carrying relationship
positive,hot water bottle
positive,way great way start day threw everywhere still volunteer
negative,great think replace ref complaint person sad true
positive,god refuge amp strength present help time trouble time afraid trust psalm
negative,sitting looking episode season true blood missed last season frown sad andry pouting
positive,hearing xmas music get spirit
positive,finally got fish back tank something look
negative,wait tomorrow afternoon buy stuff work morning
negative,grandfather death
positive,could convince time anything bad could happen finally solved eating problem short time felt jubilant relieved ecstatic
negative,mysterious ticking noise somewhere bed puppet pal kind scared
negative,laughing loud absolutely many need detail time culture
positive,bank let borrow money winter grant spent
negative,look offended tell perceived man man
negative,come growing irish annoyance continued failure british ensure ruc accompanies udr operation
negative,college coach new catholic priest
negative,friend crossing street one friend seized car thrown aside seen car coming direction enough time react prevent accident
negative,oh hate teeth pulled hurt
negative,average adult spends four year life suffering hangover today ha ha
positive,sunrise sunrise look like morning eye beautiful morning happy thursday smile
positive,hello sunshine begin today wake thankful earth nature amp around amp aware joy shine gratitude
negative,let u hope purchased two one mom work mine much
negative,mean watch say able play wed replaced phone lost data
positive,often like comparing child parent
positive,coming home dad cleaning room hope see baby stuff desk grandpa laughing loud
negative,swear almost guy friend bad thing
positive,cooking thanksgiving dinner year
